client_id,age,satisfaction_score,purchase_count,total_purchase_value,avg_purchase_value,avg_floor_area,investment_flag,loan_flag,office_share,apartment_share,corporate_flag,cluster
C0563,36.0,2,4,1012807.9299999999,253201.98249999998,842.75,0,1,0.25,0.75,0,7
C0564,75.0,1,3,1135017.6,378339.2,1250.3066666666666,0,0,0.0,1.0,0,5
C0565,41.0,1,3,1043494.3200000001,347831.44,1167.2766666666666,0,0,0.0,1.0,0,4
C0566,26.0,4,4,1167701.9,291925.475,965.295,1,1,0.0,1.0,0,6
C0567,73.0,2,4,1869286.1,467321.525,1546.3875,1,1,0.25,0.75,0,0
C0568,73.0,3,3,944335.88,314778.62666666665,1015.9399999999999,0,0,0.6666666666666666,0.3333333333333333,0,2
C0569,55.0,5,3,1384749.3,461583.10000000003,1460.493333333333,0,1,0.0,1.0,0,5
C0570,62.0,5,4,1527210.47,381802.6175,1310.8225,0,1,0.0,1.0,0,5
C0571,61.0,3,4,1549969.49,387492.3725,1458.93,0,0,0.25,0.75,0,0
C0572,33.0,5,4,1519677.44,379919.36,1228.8325,1,0,0.0,1.0,0,6
C0573,49.0,4,3,785842.76,261947.58666666667,849.7466666666668,0,1,0.0,1.0,1,3
C0574,58.0,2,4,1261906.32,315476.58,1052.2475,0,0,0.25,0.75,0,2
C0575,61.0,2,3,1018391.27,339463.75666666665,1107.81,1,0,0.3333333333333333,0.6666666666666666,0,2
C0576,68.0,1,3,1047406.79,349135.5966666667,1082.8966666666668,0,0,0.0,1.0,0,4
C0577,37.0,3,3,693899.0099999999,231299.66999999995,879.3433333333332,0,0,0.0,1.0,0,4
C0578,27.0,5,3,707276.53,235758.84333333335,899.7566666666667,0,1,0.0,1.0,0,4
C0579,85.0,3,3,1198428.6400000001,399476.2133333334,1299.5366666666666,1,0,0.0,1.0,0,6
C0580,79.0,2,4,2158954.7800000003,539738.6950000001,1726.0575,0,1,0.0,1.0,0,5
C0581,69.0,5,4,1029755.56,257438.89,801.065,1,1,0.25,0.75,0,7
C0582,86.0,3,3,708559.1499999999,236186.3833333333,791.0400000000001,1,1,0.3333333333333333,0.6666666666666666,0,7
C0583,40.0,2,4,1237228.18,309307.045,996.7025,0,0,0.0,1.0,0,4
C0584,45.0,5,3,1135691.62,378563.87333333335,1350.9733333333334,0,0,0.0,1.0,0,5
C0585,65.0,3,4,1003690.1799999999,250922.54499999998,886.4275,0,0,0.25,0.75,0,2
C0586,49.0,2,3,1226524.31,408841.4366666667,1286.4266666666667,0,1,0.0,1.0,0,5
C0587,34.0,4,4,1093439.8399999999,273359.95999999996,911.785,0,0,0.0,1.0,0,4
C0588,37.0,2,4,1495976.1400000001,373994.03500000003,1271.345,0,0,0.0,1.0,0,5
C0589,80.0,5,4,1982246.22,495561.555,1699.3675,1,0,0.25,0.75,0,0
C0590,60.0,2,4,1105388.8900000001,276347.22250000003,935.765,1,0,0.0,1.0,0,6
C0591,59.0,1,3,1336217.65,445405.8833333333,1460.493333333333,0,0,0.0,1.0,0,5
C0592,54.0,2,3,787516.58,262505.5266666667,851.4266666666667,1,0,0.0,1.0,0,6
C0593,74.0,2,4,2012063.38,503015.845,1575.1075,0,1,0.0,1.0,0,5
C0594,85.0,1,3,1137572.87,379190.9566666667,1221.6766666666665,0,0,0.0,1.0,0,5
C0595,60.0,3,3,914304.97,304768.3233333333,934.4333333333334,0,0,0.3333333333333333,0.6666666666666666,0,2
C0596,50.0,4,4,1094771.49,273692.8725,1023.9675,0,0,0.25,0.75,0,2
C0597,41.0,2,3,976844.1699999999,325614.7233333333,1033.6200000000001,0,1,0.0,1.0,0,4
C0598,77.0,4,4,1398930.7000000002,349732.67500000005,1135.53,1,0,0.0,1.0,0,6
C0599,29.0,2,3,1162815.78,387605.26,1354.0866666666668,0,0,0.0,1.0,0,5
C0600,43.0,1,3,917709.61,305903.2033333333,1042.71,1,0,0.0,1.0,0,6
C0601,54.0,4,4,1700411.72,425102.93,1307.3,0,0,0.0,1.0,0,5
C0602,42.0,4,4,905508.82,226377.205,748.33,0,0,0.25,0.75,0,2
C0603,32.0,4,4,1218095.3,304523.825,1027.81,0,1,0.0,1.0,0,4
C0604,28.0,1,3,791133.03,263711.01,919.0466666666666,0,0,0.3333333333333333,0.6666666666666666,0,2
C0605,52.0,4,4,1407314.33,351828.5825,1267.07,0,1,0.25,0.75,0,7
C0606,77.0,1,3,1070969.53,356989.8433333333,1146.2633333333333,1,0,0.0,1.0,0,6
C0607,64.0,1,3,1125230.1199999999,375076.7066666666,1371.6133333333335,0,0,0.0,1.0,0,5
C0608,70.0,4,4,1201411.56,300352.89,1018.5225,0,0,0.25,0.75,0,2
C0609,65.0,4,4,1307567.64,326891.91,1255.1325000000002,0,0,0.0,1.0,0,4
C0610,56.0,4,3,1178597.68,392865.8933333333,1339.73,1,0,0.0,1.0,0,6
C0611,76.0,4,4,1142671.94,285667.985,997.415,0,0,0.0,1.0,0,4
C0612,67.0,4,4,1671846.3,417961.575,1389.15,0,0,0.0,1.0,0,5
C0613,32.0,4,3,1186019.52,395339.84,1366.5633333333335,0,0,0.0,1.0,0,5
C0614,54.0,3,4,1025958.38,256489.595,858.9825,0,1,0.25,0.75,0,7
C0615,69.0,2,4,919002.01,229750.5025,748.33,0,1,0.0,1.0,0,4
C0616,63.0,1,3,1013364.3,337788.10000000003,1074.6233333333332,1,1,0.3333333333333333,0.6666666666666666,0,7
C0617,40.0,5,3,766861.21,255620.40333333332,849.6366666666667,0,1,0.0,1.0,0,4
C0618,58.0,3,3,982803.0,327601.0,1113.29,0,0,0.3333333333333333,0.6666666666666666,0,2
C0619,56.0,4,3,1411977.41,470659.13666666666,1471.8999999999999,0,0,0.6666666666666666,0.3333333333333333,0,0
C0620,66.0,3,3,1532429.29,510809.76333333337,1504.28,0,0,0.3333333333333333,0.6666666666666666,0,0
C0621,45.0,3,3,791609.11,263869.7033333333,869.7866666666667,1,1,0.0,1.0,0,6
C0622,39.0,2,3,869334.73,289778.24333333335,980.8699999999999,1,0,0.0,1.0,0,6
C0623,40.0,3,4,1410333.45,352583.3625,1146.02,1,1,0.25,0.75,0,7
C0624,27.0,3,3,1215611.54,405203.8466666667,1413.8666666666668,1,0,0.0,1.0,0,6
C0625,43.0,2,4,1000166.88,250041.72,851.0225,1,1,0.25,0.75,0,7
C0626,58.0,2,3,1061694.1300000001,353898.0433333334,1244.5566666666666,1,0,0.0,1.0,0,6
C0627,26.0,3,4,1870806.42,467701.605,1726.0575,0,0,0.5,0.5,0,0
C0628,41.0,3,4,1623109.63,405777.4075,1250.39,0,1,0.25,0.75,0,0
C0629,80.0,2,3,961721.77,320573.92333333334,1129.1766666666665,1,0,0.0,1.0,0,6
C0630,61.0,2,4,1308077.6099999999,327019.40249999997,1075.5049999999999,0,0,0.25,0.75,0,2
C0631,60.0,5,4,1534891.22,383722.805,1227.645,0,0,0.25,0.75,0,0
C0632,78.0,4,4,1146845.98,286711.495,947.7475,0,0,0.0,1.0,0,4
C0633,85.0,3,4,1207516.26,301879.065,928.745,0,0,0.0,1.0,0,4
C0634,46.0,4,3,1181693.63,393897.87666666665,1393.1066666666666,1,1,0.3333333333333333,0.6666666666666666,0,0
C0635,66.0,5,3,1375700.03,458566.6766666667,1460.493333333333,1,0,0.6666666666666666,0.3333333333333333,0,0
C0636,46.0,5,4,981810.0800000001,245452.52000000002,827.3575000000001,0,0,0.0,1.0,0,4
C0637,59.0,2,4,1602478.07,400619.5175,1296.5625,0,0,0.0,1.0,0,5
C0638,51.0,5,4,1347045.42,336761.355,1204.4975,0,1,0.25,0.75,0,7
C0639,66.0,3,3,861670.72,287223.5733333333,1008.1300000000001,0,1,0.0,1.0,0,4
C0640,60.0,3,3,772950.1699999999,257650.05666666664,915.6366666666667,0,0,0.0,1.0,0,4
C0641,33.0,2,3,1217213.26,405737.75333333336,1240.6066666666666,0,0,0.0,1.0,1,3
C0642,59.0,4,3,1027140.61,342380.2033333333,1161.5433333333333,0,0,0.0,1.0,0,4
C0643,52.0,5,3,928645.01,309548.33666666667,1016.5033333333334,0,0,0.0,1.0,0,4
C0644,70.0,4,3,1549624.23,516541.41,1630.1366666666665,0,1,0.3333333333333333,0.6666666666666666,0,0
C0645,38.0,2,3,731453.53,243817.84333333335,862.11,0,0,0.0,1.0,0,4
C0646,31.0,5,3,1325311.83,441770.61000000004,1464.0166666666667,1,0,0.0,1.0,0,5
C0647,80.0,4,4,2115520.42,528880.105,1676.3825,0,0,0.25,0.75,0,0
C0648,28.0,1,4,1142985.38,285746.345,984.6475,0,1,0.0,1.0,0,4
C0649,32.0,4,4,1401448.51,350362.1275,1136.6925,0,0,1.0,0.0,0,2
C0650,51.0,3,3,799742.26,266580.75333333336,932.37,0,1,0.0,1.0,1,3
C0651,34.0,1,4,1077094.73,269273.6825,948.7574999999999,0,0,0.0,1.0,1,3
C0652,33.0,2,3,904157.22,301385.74,985.5433333333334,0,0,0.0,1.0,0,4
C0653,56.0,2,4,1215543.15,303885.7875,1053.27,0,0,0.25,0.75,0,2
C0654,66.0,2,3,865293.89,288431.2966666667,1015.9399999999999,0,1,0.3333333333333333,0.6666666666666666,0,7
C0655,76.0,1,3,1071763.22,357254.4066666667,1138.4233333333334,0,1,0.0,1.0,0,4
C0656,49.0,5,4,1288383.38,322095.845,1190.4075,0,0,0.25,0.75,0,2
C0657,70.0,2,3,1258111.3199999998,419370.43999999994,1338.1466666666668,0,0,0.0,1.0,0,5
C0658,27.0,3,3,1122021.28,374007.0933333333,1271.67,0,1,0.3333333333333333,0.6666666666666666,0,7
C0659,38.0,4,4,1000550.86,250137.715,832.615,0,1,0.25,0.75,0,7
C0660,35.0,4,3,1148308.35,382769.45,1337.0533333333333,0,1,0.0,1.0,0,5
C0661,65.0,3,4,1627713.0499999998,406928.26249999995,1299.3274999999999,0,0,0.0,1.0,0,5
C0662,69.0,3,4,1520239.97,380059.9925,1175.235,1,0,0.0,1.0,0,6
C0663,69.0,2,4,1544313.34,386078.335,1234.8075,0,1,0.0,1.0,0,5
C0664,68.0,5,4,1063024.57,265756.1425,897.47,1,1,0.25,0.75,0,7
C0665,67.0,1,3,704886.02,234962.00666666668,765.68,1,0,0.0,1.0,0,6
C0666,78.0,1,4,1532074.27,383018.5675,1271.345,1,0,0.5,0.5,0,0
C0667,60.0,2,4,1486560.06,371640.015,1295.2649999999999,1,0,0.0,1.0,0,6
C0668,48.0,4,4,987175.01,246793.7525,824.2025,1,1,0.0,1.0,0,6
C0669,69.0,3,3,1366533.49,455511.16333333333,1599.3433333333332,0,0,0.3333333333333333,0.6666666666666666,0,0
C0670,50.0,4,3,1631973.5499999998,543991.1833333332,1800.45,1,0,0.0,1.0,1,3
C0671,85.0,4,3,759678.12,253226.04,849.6366666666667,0,1,0.0,1.0,0,4
C0672,59.0,2,3,1301968.05,433989.35000000003,1452.2633333333333,0,0,0.3333333333333333,0.6666666666666666,0,0
C0673,61.0,4,3,870503.9000000001,290167.96666666673,1012.96,0,0,0.0,1.0,0,4
C0674,40.0,4,4,1733438.52,433359.63,1365.9450000000002,1,0,0.0,1.0,0,5
C0675,57.0,5,3,1117159.17,372386.38999999996,1113.29,0,0,0.3333333333333333,0.6666666666666666,0,2
C0676,84.0,2,3,1022396.03,340798.6766666667,989.0566666666667,0,0,0.3333333333333333,0.6666666666666666,0,2
C0677,46.0,2,4,1217015.1099999999,304253.77749999997,1024.3375,1,0,0.25,0.75,0,2
C0678,54.0,4,3,904050.87,301350.29,897.3100000000001,0,1,0.6666666666666666,0.3333333333333333,0,7
C0679,63.0,1,4,1945371.6800000002,486342.92000000004,1726.0575,0,0,0.25,0.75,0,0
C0680,61.0,2,4,1533727.71,383431.9275,1333.2775,1,0,0.0,1.0,0,5
C0681,49.0,3,4,736696.97,184174.2425,658.8625,0,0,0.0,1.0,1,3
C0682,53.0,5,4,1436006.22,359001.555,1214.5625,0,0,0.0,1.0,0,5
C0683,78.0,2,3,1216565.53,405521.8433333333,1463.22,0,1,0.0,1.0,0,5
C0684,41.0,1,4,1402625.45,350656.3625,1120.62,0,0,0.25,0.75,0,2
C0685,39.0,5,3,1129835.06,376611.6866666667,1228.5033333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0686,63.0,1,3,1250166.33,416722.11000000004,1369.7300000000002,0,1,0.0,1.0,0,5
C0687,68.0,3,4,1532604.0,383151.0,1210.7375000000002,0,1,0.25,0.75,0,7
C0688,58.0,5,4,1093762.42,273440.605,868.5725,1,1,0.25,0.75,0,7
C0689,28.0,4,3,1051259.37,350419.79000000004,1186.05,0,0,0.3333333333333333,0.6666666666666666,0,2
C0690,41.0,4,4,1402023.24,350505.81,1150.3275,0,1,0.25,0.75,0,7
C0691,83.0,4,4,948552.89,237138.2225,816.16,1,0,0.0,1.0,0,6
C0692,63.0,3,4,1206585.87,301646.4675,1011.5875,1,0,0.0,1.0,0,6
C0693,69.0,5,4,1831502.92,457875.73,1498.6825,1,1,0.25,0.75,0,0
C0694,37.0,2,4,1287767.07,321941.7675,1063.04,1,0,0.25,0.75,1,3
C0695,79.0,4,3,870451.65,290150.55,934.8733333333333,0,0,0.3333333333333333,0.6666666666666666,0,2
C0696,32.0,5,4,1417025.49,354256.3725,1246.6175,1,1,0.25,0.75,0,7
C0697,41.0,4,4,1203571.2,300892.8,1036.6525,1,1,0.0,1.0,0,6
C0698,80.0,2,4,1560635.51,390158.8775,1286.9575,0,1,0.25,0.75,0,0
C0699,40.0,1,3,1292445.15,430815.05,1357.1933333333334,0,1,0.0,1.0,0,5
C0700,82.0,5,3,724453.7,241484.56666666665,851.4266666666667,0,0,0.0,1.0,0,4
C0701,64.0,1,4,1318537.76,329634.44,1050.5725,1,0,0.0,1.0,0,6
C0702,60.0,5,3,1215022.0,405007.3333333333,1303.7766666666666,0,0,0.0,1.0,0,5
C0703,42.0,3,3,938073.5700000001,312691.19,1023.8800000000001,0,0,0.0,1.0,1,3
C0704,85.0,4,3,1130778.86,376926.2866666667,1194.9266666666665,0,0,0.3333333333333333,0.6666666666666666,0,2
C0705,86.0,3,3,1643383.67,547794.5566666666,1680.5266666666666,0,0,0.0,1.0,0,5
C0706,42.0,2,3,1034954.84,344984.94666666666,1162.6166666666666,1,0,0.0,1.0,0,6
C0707,31.0,5,4,1171255.22,292813.805,956.935,0,1,0.25,0.75,0,7
C0708,62.0,2,3,1539340.8699999999,513113.6233333333,1523.6933333333334,0,0,0.6666666666666666,0.3333333333333333,0,0
C0709,44.0,2,4,1233960.52,308490.13,1009.23,0,1,0.0,1.0,0,4
C0710,80.0,2,4,1158001.3599999999,289500.33999999997,939.3575,0,1,0.0,1.0,0,4
C0711,31.0,3,4,1045658.54,261414.635,905.7525,1,0,0.25,0.75,0,2
C0712,36.0,1,3,701688.31,233896.10333333336,842.68,0,0,0.3333333333333333,0.6666666666666666,0,2
C0713,30.0,3,3,946537.74,315512.58,1125.17,1,0,0.0,1.0,0,6
C0714,50.0,3,3,1520218.18,506739.3933333333,1680.5266666666666,0,0,0.6666666666666666,0.3333333333333333,0,0
C0715,44.0,3,3,1151372.75,383790.9166666667,1340.7666666666667,0,0,0.3333333333333333,0.6666666666666666,0,0
C0716,32.0,1,3,1173245.74,391081.91333333333,1334.1000000000001,0,0,0.3333333333333333,0.6666666666666666,0,0
C0717,80.0,3,3,1000529.6699999999,333509.88999999996,1156.5633333333333,1,1,0.3333333333333333,0.6666666666666666,0,7
C0718,82.0,2,3,900157.9099999999,300052.63666666666,1123.8033333333333,0,1,0.3333333333333333,0.6666666666666666,0,7
C0719,53.0,2,3,912916.77,304305.59,1023.8800000000001,1,1,0.0,1.0,0,6
C0720,45.0,1,4,844316.69,211079.1725,678.3725,1,1,0.5,0.5,0,7
C0721,27.0,4,4,1167212.02,291803.005,939.4875,0,0,0.25,0.75,0,2
C0722,83.0,1,3,936104.05,312034.68333333335,1033.4833333333333,0,0,0.0,1.0,0,4
C0723,27.0,3,3,1554043.79,518014.5966666667,1671.7666666666667,0,1,0.0,1.0,0,5
C0724,66.0,4,4,1564795.28,391198.82,1255.1325000000002,1,1,0.25,0.75,0,0
C0725,44.0,3,3,1557779.53,519259.8433333333,1733.68,0,0,0.0,1.0,0,5
C0726,50.0,4,4,1055406.17,263851.5425,901.245,0,0,0.25,0.75,0,2
C0727,85.0,3,4,1924218.25,481054.5625,1425.7675,1,1,0.0,1.0,0,5
C0728,55.0,3,3,896046.43,298682.14333333337,934.8733333333333,0,1,0.3333333333333333,0.6666666666666666,0,7
C0729,82.0,3,3,1100578.42,366859.4733333333,1280.28,1,1,0.3333333333333333,0.6666666666666666,0,7
C0730,38.0,4,3,1395460.54,465153.51333333337,1435.6633333333332,1,0,0.0,1.0,0,5
C0731,26.0,5,4,2163873.35,540968.3375,1699.3675,0,0,0.0,1.0,0,5
C0732,42.0,5,4,1763602.47,440900.6175,1454.35,0,0,0.0,1.0,0,5
C0733,51.0,5,3,1610480.1,536826.7000000001,1609.0333333333335,0,0,0.3333333333333333,0.6666666666666666,0,0
C0734,45.0,5,3,894573.22,298191.0733333333,1077.3333333333333,1,1,0.6666666666666666,0.3333333333333333,0,7
C0735,32.0,4,3,1082670.51,360890.17,1129.1766666666665,1,0,0.6666666666666666,0.3333333333333333,0,2
C0736,84.0,3,3,961660.45,320553.48333333334,1049.5133333333333,1,0,0.0,1.0,0,6
C0737,48.0,3,3,1271295.42,423765.13999999996,1435.6633333333332,1,0,0.0,1.0,0,5
C0738,46.0,5,4,1217179.49,304294.8725,955.7625,0,0,0.0,1.0,0,4
C0739,62.0,2,4,1239915.48,309978.87,1096.12,0,0,0.25,0.75,0,2
C0740,60.0,1,3,1150084.72,383361.5733333333,1176.2366666666667,1,0,0.3333333333333333,0.6666666666666666,0,2
C0741,64.0,2,3,808100.3,269366.76666666666,952.0733333333334,0,0,0.3333333333333333,0.6666666666666666,0,2
C0742,46.0,1,3,943082.4199999999,314360.80666666664,1078.7866666666666,0,1,0.3333333333333333,0.6666666666666666,0,7
C0743,54.0,4,3,973707.31,324569.10333333333,1145.4666666666665,1,1,0.0,1.0,0,6
C0744,76.0,1,3,947393.7,315797.89999999997,939.3299999999999,0,0,0.3333333333333333,0.6666666666666666,0,2
C0745,29.0,5,4,1137226.12,284306.53,940.485,1,0,0.0,1.0,0,6
C0746,70.0,4,4,1485041.45,371260.3625,1120.62,0,0,0.25,0.75,0,2
C0747,34.0,4,3,1321142.35,440380.7833333334,1435.6633333333332,0,1,0.3333333333333333,0.6666666666666666,0,0
C0748,52.0,1,3,1188736.23,396245.41,1332.34,0,1,0.3333333333333333,0.6666666666666666,1,3
C0749,34.0,5,3,1170883.93,390294.6433333333,1258.6899999999998,0,0,0.0,1.0,0,5
C0750,50.0,1,3,887696.78,295898.9266666667,964.2666666666665,1,0,0.3333333333333333,0.6666666666666666,0,2
C0751,52.0,5,4,1055948.97,263987.2425,967.0,0,0,0.0,1.0,0,4
C0752,72.0,3,4,836214.24,209053.56,725.4225,1,0,0.25,0.75,0,2
C0753,66.0,5,4,1053102.32,263275.58,868.5725,0,0,0.0,1.0,0,4
C0754,56.0,3,4,1300009.56,325002.39,1037.4175,1,0,0.25,0.75,0,2
C0755,59.0,5,3,1040997.25,346999.0833333333,1286.4833333333333,0,0,0.3333333333333333,0.6666666666666666,1,3
C0756,64.0,5,3,785768.09,261922.69666666666,934.8733333333333,0,1,0.0,1.0,0,4
C0757,80.0,3,4,1392690.1199999999,348172.52999999997,1053.27,0,1,0.25,0.75,0,7
C0758,68.0,2,4,1135189.16,283797.29,928.1775,1,0,0.25,0.75,0,2
C0759,35.0,4,3,1327801.32,442600.44,1451.5366666666666,0,0,0.0,1.0,0,5
C0760,62.0,3,4,1288008.21,322002.0525,1133.69,1,0,0.0,1.0,0,6
C0761,45.0,2,4,1387948.07,346987.0175,1134.4225000000001,0,0,0.0,1.0,0,4
C0762,60.0,4,4,1456185.33,364046.3325,1313.38,0,0,0.0,1.0,0,5
C0763,55.0,3,3,1036781.97,345593.99,1152.5966666666666,0,0,0.0,1.0,1,3
C0764,43.0,4,4,1670624.74,417656.185,1441.655,1,0,0.0,1.0,0,5
C0765,59.0,3,4,1516418.29,379104.5725,1260.0625,0,0,0.25,0.75,0,0
C0766,32.0,3,4,1601876.1400000001,400469.03500000003,1286.2725,0,1,0.25,0.75,0,0
C0767,66.0,2,4,1403932.48,350983.12,1242.0825,1,0,0.25,0.75,0,2
C0768,34.0,5,3,1048127.47,349375.8233333333,1163.8866666666665,1,1,0.6666666666666666,0.3333333333333333,0,7
C0769,69.0,4,3,675607.7899999999,225202.59666666665,753.3133333333334,0,0,0.3333333333333333,0.6666666666666666,0,2
C0770,75.0,4,3,984598.73,328199.57666666666,1104.51,0,0,0.0,1.0,0,4
C0771,42.0,1,4,1856997.08,464249.27,1408.3274999999999,0,0,0.25,0.75,1,3
C0772,35.0,1,3,911164.52,303721.50666666665,1038.2,1,0,0.6666666666666666,0.3333333333333333,0,2
C0773,62.0,1,4,1451465.46,362866.365,1153.0825,0,0,0.25,0.75,0,2
C0774,44.0,5,3,999792.6799999999,333264.2266666666,1144.8033333333333,0,1,0.0,1.0,0,4
C0775,51.0,1,4,1043608.37,260902.0925,900.39,0,0,0.25,0.75,0,2
C0776,60.0,4,3,914465.3300000001,304821.7766666667,980.8699999999999,0,1,0.3333333333333333,0.6666666666666666,0,7
C0777,44.0,1,3,1130759.4100000001,376919.8033333334,1313.16,0,0,0.0,1.0,1,3
C0778,28.0,4,4,1646921.92,411730.48,1334.8775,1,1,0.25,0.75,0,0
C0779,73.0,5,3,1221957.12,407319.04000000004,1325.0800000000002,0,1,0.0,1.0,0,5
C0780,80.0,3,3,708761.6900000001,236253.8966666667,849.6366666666667,0,0,0.0,1.0,0,4
C0781,86.0,5,4,1181206.69,295301.6725,1030.635,1,1,0.5,0.5,0,7
C0782,57.0,2,4,1166638.1600000001,291659.54000000004,905.0375,1,1,0.25,0.75,0,7
C0783,65.0,1,3,1031472.36,343824.12,1156.5633333333333,0,1,0.0,1.0,0,4
C0784,53.0,4,3,1172514.65,390838.2166666666,1356.7466666666667,1,0,0.0,1.0,0,6
C0785,55.0,2,4,1047112.48,261778.12,860.9325,0,0,0.0,1.0,1,3
C0786,43.0,3,3,663797.37,221265.79,724.0866666666667,1,0,0.3333333333333333,0.6666666666666666,0,2
C0787,76.0,1,3,1405947.6600000001,468649.22000000003,1527.8633333333335,0,0,0.0,1.0,0,5
C0788,82.0,4,4,1799447.01,449861.7525,1482.5875,1,0,0.25,0.75,0,0
C0789,52.0,1,3,1125271.6,375090.5333333334,1228.9099999999999,1,0,0.6666666666666666,0.3333333333333333,0,2
C0790,53.0,5,4,1521440.8599999999,380360.21499999997,1227.17,0,1,0.25,0.75,0,0
C0791,43.0,4,4,1424465.81,356116.4525,1159.9675,0,0,0.25,0.75,0,2
C0792,44.0,4,4,1559979.82,389994.955,1219.85,1,1,0.0,1.0,0,6
C0793,57.0,4,4,1245234.35,311308.5875,1048.44,0,0,0.0,1.0,0,4
C0794,75.0,4,3,1120488.77,373496.25666666665,1308.5133333333333,0,1,0.0,1.0,0,5
C0795,58.0,4,3,1170869.0899999999,390289.6966666666,1169.0466666666669,1,1,0.0,1.0,0,6
C0796,43.0,5,3,559596.54,186532.18000000002,607.4466666666667,1,1,0.0,1.0,0,6
C0797,36.0,5,3,881179.3,293726.43333333335,851.8699999999999,0,1,0.3333333333333333,0.6666666666666666,0,7
C0798,61.0,4,4,987267.48,246816.87,840.8725,0,1,0.0,1.0,1,3
C0799,72.0,4,4,1108935.8599999999,277233.96499999997,972.245,0,0,0.0,1.0,0,4
C0800,53.0,5,3,983573.1799999999,327857.7266666666,1151.5466666666666,1,1,0.0,1.0,0,6
C0801,58.0,4,3,1361712.2999999998,453904.0999999999,1435.6633333333332,0,1,0.0,1.0,0,5
C0802,56.0,5,3,1074480.81,358160.27,1217.58,0,0,0.0,1.0,0,4
C0803,81.0,4,4,1542819.53,385704.8825,1329.5925,0,0,0.0,1.0,0,5
C0804,59.0,5,3,1223755.92,407918.63999999996,1464.8466666666666,0,0,0.6666666666666666,0.3333333333333333,0,0
C0805,74.0,1,3,940964.73,313654.91,995.5099999999999,0,1,0.0,1.0,0,4
C0806,37.0,5,4,1485168.27,371292.0675,1220.42,0,0,0.0,1.0,0,5
C0807,33.0,5,4,1635419.92,408854.98,1412.375,1,0,0.5,0.5,0,0
C0808,83.0,3,3,885158.15,295052.7166666667,1003.3133333333334,0,1,0.0,1.0,0,4
C0809,60.0,5,3,1386118.19,462039.39666666667,1464.8466666666666,0,1,0.0,1.0,0,5
C0810,32.0,1,3,922597.5800000001,307532.5266666667,915.6366666666667,0,1,0.0,1.0,0,4
C0811,81.0,3,3,1515201.05,505067.01666666666,1471.8999999999999,0,0,0.0,1.0,0,5
C0812,52.0,3,4,1443224.01,360806.0025,1248.58,0,1,0.0,1.0,0,5
C0813,52.0,3,4,1314024.52,328506.13,1099.4925,1,0,0.75,0.25,0,2
C0814,62.0,2,3,674363.74,224787.91333333333,706.7266666666666,0,0,0.0,1.0,0,4
C0815,61.0,4,3,962374.6499999999,320791.55,1205.9633333333334,0,1,0.0,1.0,1,3
C0816,79.0,2,3,1003090.8500000001,334363.6166666667,1151.5466666666666,0,1,0.3333333333333333,0.6666666666666666,0,7
C0817,54.0,1,3,1338281.0,446093.6666666667,1448.82,1,0,0.3333333333333333,0.6666666666666666,0,0
C0818,35.0,2,4,760443.3500000001,190110.83750000002,677.79,0,0,0.25,0.75,1,3
C0819,76.0,5,3,1239378.27,413126.09,1313.16,0,0,0.0,1.0,0,5
C0820,86.0,4,3,920197.78,306732.5933333333,976.2833333333333,1,0,0.0,1.0,0,6
C0821,69.0,5,3,1371213.26,457071.08666666667,1467.89,0,1,0.3333333333333333,0.6666666666666666,0,0
C0822,67.0,3,3,1407630.29,469210.0966666667,1563.9733333333334,1,1,0.3333333333333333,0.6666666666666666,0,0
C0823,51.0,5,4,1722388.8900000001,430597.22250000003,1338.9,1,1,0.0,1.0,0,5
C0824,51.0,3,3,1234378.85,411459.6166666667,1435.6633333333332,0,0,0.3333333333333333,0.6666666666666666,0,0
C0825,44.0,4,4,1246198.0,311549.5,1075.0475000000001,0,1,0.0,1.0,0,4
C0826,56.0,4,4,1255265.82,313816.455,996.1925,1,1,0.25,0.75,0,7
C0827,61.0,2,4,1176467.77,294116.9425,1025.3225,0,1,0.25,0.75,0,7
C0828,79.0,4,4,1313574.2,328393.55,1122.0925,1,1,0.25,0.75,0,7
C0829,66.0,3,4,1296844.19,324211.0475,1102.08,1,0,0.0,1.0,0,6
C0830,74.0,3,4,1518798.69,379699.6725,1169.615,1,0,0.0,1.0,0,6
C0831,49.0,2,3,909532.47,303177.49,979.0866666666667,0,0,0.6666666666666666,0.3333333333333333,0,2
C0832,36.0,3,3,1290741.99,430247.33,1336.61,1,1,0.3333333333333333,0.6666666666666666,0,0
C0833,75.0,5,3,1422486.6099999999,474162.2033333333,1623.3,0,0,0.3333333333333333,0.6666666666666666,0,0
C0834,69.0,5,4,1384660.54,346165.135,1073.905,0,0,0.0,1.0,0,4
C0835,52.0,5,4,1159317.69,289829.4225,941.61,0,1,0.25,0.75,0,7
C0836,84.0,4,3,1280715.29,426905.0966666667,1493.243333333333,0,0,0.3333333333333333,0.6666666666666666,0,0
C0837,59.0,1,4,1415445.71,353861.4275,1253.3075,0,0,0.0,1.0,0,5
C0838,34.0,1,3,837604.3,279201.43333333335,853.8133333333334,1,1,0.0,1.0,0,6
C0839,33.0,5,3,1123967.69,374655.89666666667,1308.5133333333333,0,1,0.3333333333333333,0.6666666666666666,0,7
C0840,46.0,1,4,1508352.25,377088.0625,1329.5925,0,0,0.0,1.0,0,5
